"avgvelocity_x","avgvelocity_y","avgvelocity_z","gesture"
"-0.073402606","-3.5156047","-1.4066664","m"
"8.543451","6.4237065","-2.6422331","n"
"0.814313","3.148423","-0.2877292","n"
"-1.2508675","-1.4856935","-0.18852094","n"
"-2.5660872","5.052509","7.5206943","n"
"-1.0350206","-0.44191134","1.3482156","n"
"-7.834158","-4.865328","1.3981036","n"
"5.0780377","-0.80444604","8.319506","n"
"1.9361848","0.72479093","-0.20328762","n"
"-2.6127174","-1.2924088","2.052486","n"
"-2.7428484","3.5650885","21.842573","n"
"-0.4440767","1.1471812","3.2455854","n"
"-4.0664406","1.3763722","6.8611984","n"
"-1.2715676","1.2162986","7.701315","n"
"-3.749276","1.2019496","6.7689114","n"
"-3.621324","-2.3283117","0.26724857","n"
"-4.607416","-0.11569578","2.163003","n"
"-5.3932834","1.7657917","4.073548","n"
"-9.978971","6.701353","10.736872","n"
"-5.378656","-2.4014895","1.4619691","n"
"3.4470308","2.8992925","3.6157584","n"
"-1.7068932","-1.4804935","2.1530454","n"
"-1.6881946","-0.71561915","2.6356108","n"
"6.6111217","0.49334162","8.316583","n"
"-3.278524","-0.76078284","0.59472847","n"
"-0.5319071","2.4212968","0.54091126","n"
"-1.4874952","-0.9557846","1.6895597","o"
"-2.9217036","0.20519829","1.0608525","o"
"-1.8381798","1.3539723","3.4932513","o"
"5.266714","2.5675316","2.01101","o"
"-0.817379","0.93227375","0.29700857","o"
"-0.74711305","0.57535","0.80775744","o"
"-0.9368466","0.10555995","0.8938393","o"
"3.290008","1.4823742","-0.24034128","o"
"-0.42292964","-1.224448","-0.75539166","o"
"-2.2743123","5.339617","5.9677","o"
"12.068878","7.5158935","-0.98770356","o"
"2.2117934","3.621836","0.9648427","o"
"2.5231824","1.5502563","0.044421833","o"
"0.4918421","1.0600013","0.51063114","o"
"3.4638073","2.110358","-0.11512302","o"
"12.462853","8.716067","-0.03284019","o"
"1.7153081","1.3289278","0.56360716","o"
"-0.64997953","-3.1444633","-0.57570034","o"
"1.0720413","-0.69596213","-0.8695747","o"
"1.5315744","-0.46754873","0.1255479","o"
"4.3088293","2.341782","4.3908744","o"
"0.17865403","0.45432273","1.232594","o"
"-4.421707","-1.5641235","1.1536202","o"
"8.9550085","6.5002747","-0.54622436","o"
"-1.0636537","0.8497797","1.3715568","o"
"6.005876","6.451898","-0.4646742","p"
"2.9467063","9.160131","1.8708328","p"
"-0.987342","0.8467258","0.16101618","p"
"-1.624139","-4.929923","-1.2676975","p"
"1.0178286","3.3986294","-0.9931813","p"
"5.5160227","9.599659","2.120612","p"
"1.1437539","2.4245589","3.0017595","p"
"-0.7549731","2.6577144","2.121138","p"
"1.0910639","1.4733564","-0.9824416","p"
"-8.927309","-5.5793643","-0.9406227","p"
"7.1603317","-4.754639","-2.1050138","p"
"1.4324962","3.7674534","0.7031714","p"
"-3.2864702","-2.3545995","0.6366194","p"
"1.3411194","-10.6197605","-4.819076","p"
"9.399587","-0.84160286","-9.20992","p"
"1.6516644","10.397234","0.33442265","p"
"-2.8827596","1.6631607","6.1659327","p"
"5.7399983","7.174046","3.701785","p"
"-6.8699036","-4.017363","7.286519","p"
"1.2916943","3.6717534","0.5968038","p"
"-4.435539","-2.5921311","1.854338","p"
"-0.8165285","-0.080992185","2.1474564","p"
"-1.1876122","0.0027399857","-0.4352469","p"
"-3.7542412","0.4578814","1.5363337","p"
"2.676938","0.7427836","2.953602","p"
"-13.601224","5.106042","-4.1782756","q"
"-1.8942593","-4.08993","0.58779466","q"
"-0.18894278","-0.3088056","-1.808598","q"
"5.040067","2.714277","-0.07149549","q"
"4.6086817","2.4571686","-0.37871847","q"
"1.8810371","1.5719908","1.3336617","q"
"-0.015610544","2.242785","1.9256063","q"
"4.2520757","10.387159","8.100384","q"
"-1.3234563","1.3093972","4.512001","q"
"3.3996015","2.7393432","-0.45936573","q"
"10.209874","4.5060916","2.090862","q"
"2.395923","3.0258093","3.9784303","q"
"2.8755658","3.296074","1.6935059","q"
"2.469661","-3.1740556","2.325635","q"
"4.9250836","8.862341","8.793271","q"
"6.786121","4.7655034","3.0279117","q"
"5.0257864","5.003782","4.706085","q"
"5.54442","6.607538","1.6279721","q"
"7.0813003","5.105491","-0.9056087","q"
"3.3464155","5.6276307","3.4248986","q"
"5.522133","2.4983003","2.2719393","q"
"0.41736588","4.9632163","3.4932213","q"
"2.7978735","-0.41455847","-3.1129568","q"
"3.882663","2.5968192","7.93969","q"
"2.785614","3.6503701","3.5225148","q"
"2.785614","3.6503701","3.5225148","q"
"-0.8611127","0.26800343","-0.38930696","r"
"0.4144383","0.5378359","0.8129014","r"
"-2.3344703","-2.7704055","2.4148896","r"
"-0.13334873","1.675936","1.8898158","r"
"-2.8404448","-3.781976","-2.111366","r"
"-0.7631586","0.97786903","0.96724355","r"
"-1.6027424","-0.8982466","0.8445704","r"
"0.48184714","2.013672","1.2429031","r"
"-1.8758847","0.9541842","0.52933383","r"
"0.5365511","-0.27831033","-0.2943114","r"
"-0.43669492","0.2398279","-0.29770026","r"
"-4.814752","-2.6913726","0.32674757","r"
"-4.2557287","-0.06309904","2.5236871","r"
"1.9032782","0.95800745","1.7383417","r"
"15.211641","-5.2052045","-7.450511","r"
"-0.94168174","-2.719976","-1.7806778","r"
"0.08307108","3.9691658","3.664716","r"
"-1.348173","10.136056","2.255798","r"
"-0.9170047","-0.8387907","0.4689539","r"
"2.1920798","1.9897754","0.7439577","r"
"1.2660538","3.0661578","2.8710556","r"
"1.3079618","5.3139067","4.776548","r"
"2.2537448","4.2569156","1.965343","r"
"-1.0114598","0.0729088","1.0673598","r"
"0.6033322","6.234773","5.2371106","s"
"-2.2797313","-1.9689318","-3.1897545","s"
"-2.0038764","9.113574","2.8443484","s"
"-11.0997305","2.8866951","6.780223","s"
"-3.2426364","5.6560316","1.8127493","s"
"3.8210533","1.960666","-2.565272","s"
"2.3647757","3.5741577","0.46406746","s"
"7.6029315","0.98838156","-2.5706441","s"
"-6.09815","4.305154","3.7671385","s"
"1.2990998","-1.6213287","-1.5318092","s"
"4.702692","5.3449736","-0.18880336","s"
"5.1937637","5.419312","0.25443652","s"
"11.124561","3.2952223","-0.1410654","s"
"4.742188","4.0433273","-0.48861125","s"
"4.273556","1.6546702","0.89002424","s"
"3.5220923","4.067447","-0.5191688","s"
"6.037411","-5.915814","-2.3158596","s"
"7.6109953","3.5531316","-1.5294622","s"
"4.063653","3.8306482","0.90898865","s"
"4.6620812","2.591015","4.8607364","s"
"4.9245386","-8.436253","-0.039342698","s"
"-1.4558402","6.2502084","2.8281522","s"
"0.49378914","2.9440646","-8.319105","s"
"7.764939","3.5233858","1.3470476","s"
"0.77092624","-4.9415326","-1.5622509","s"
"4.2281427","1.9249718","0.8035315","t"
"-1.1408929","1.2997358","2.9441388","t"
"2.352387","3.4014049","2.4049628","t"
"1.5984491","0.5248512","-2.4134078","t"
"1.1926322","1.9008957","5.7029886","t"
"-0.10083244","0.87972283","2.1787527","t"
"-0.16550414","0.028798064","1.1723399","t"
"0.91809654","0.5882258","-1.1867306","t"
"-0.8808024","0.5229533","1.7851654","t"
"-2.178289","-1.9163915","-0.60555494","t"
"-0.21212633","-0.509539","0.7193517","t"
"2.3483274","0.37980846","2.2774744","t"
"-1.1671273","3.2428205","6.83343","t"
"5.8461146","0.06254387","1.029379","t"
"-10.383917","5.0702767","1.3344009","t"
"5.8265514","1.4688971","0.32726213","t"
"-2.2764804","2.8519216","3.0053802","t"
"-16.663412","-70.7252","3.1733704","t"
"17.569902","4.651427","2.6905692","t"
"-5.1555095","0.63409674","6.7514343","t"
"-1.8862453","-1.1168445","-0.5679025","t"
"-10.591196","-7.3090153","-3.1962295","t"
"0.028611664","-1.7840848","-0.17793155","t"
"0.17482314","0.9307605","0.59167224","t"
"0.2905186","0.14771967","1.6003276","t"
"0.8533971","5.8980756","-2.2865202","u"
"10.555065","10.232827","-3.0352113","u"
"-0.9660853","-1.2150872","-0.014498369","u"
"-1.4669214","-1.1730639","1.5726455","u"
"-0.4880776","1.1545315","-0.15145111","u"
"-4.769547","1.2266144","0.28038073","u"
"1.417492","2.2866204","-0.21077695","u"
"-0.28342876","-3.7200325","7.0762315","u"
"-10.7717085","2.0782669","0.6731329","u"
"3.3969958","-0.5126277","-2.0587306","u"
"10.073563","-4.761455","2.3005192","u"
"-0.32340088","1.4053771","3.8068538","u"
"2.0258462","-10.550257","-2.743552","u"
"-5.8779078","-10.06224","1.6387855","u"
"5.5808387","-15.234946","-5.9825864","u"
"2.1086364","-11.441728","2.7529817","u"
"15.742795","-2.3305469","4.271378","u"
"18.459198","-10.295568","-6.827768","u"
"-3.0867238","-0.39212543","5.530812","u"
"-1.9966185","-7.388792","5.7159653","u"
"0.7160562","-2.9038098","-5.473974","u"
"-1.3950075","1.6244901","3.1866517","u"
"1.1261196","-4.982177","-1.1006095","u"
"-8.525343","-7.833702","-1.0291189","u"
"8.074284","2.8569837","4.5687947","u"
"-2.2505147","15.167691","13.243836","v"
"5.2627244","3.0590377","2.8551455","v"
"9.493848","-3.700756","1.7365782","v"
"-4.1827135","2.1244104","5.262715","v"
"7.8010287","-3.4414802","2.401975","v"
"-1.1100137","0.81467843","4.240904","v"
"16.414705","-2.452526","-1.6828028","v"
"4.818845","9.891237","7.8989196","v"
"6.801303","-4.7217355","3.8987007","v"
"-1.8060886","-8.565673","-0.06774055","v"
"5.0322237","7.8838415","5.1796894","v"
"0.17368804","0.5310392","1.519779","v"
"1.9895208","-7.958621","-6.157033","v"
"2.4125535","0.37491658","3.5546553","v"
"-1.9324483","-9.405545","2.4835393","v"
"1.2829422","-1.3220336","2.3306458","v"
"1.5488825","-6.9650097","-1.084528","v"
"0.47444046","-3.5349693","1.8804338","v"
"0.7115792","-4.003772","1.3224238","v"
"-0.8484096","5.825803","9.803138","v"
"6.7395654","-0.5399099","1.85051","v"
"-2.3821216","2.4274004","-1.0706944","v"
"1.2445922","6.4101048","2.8684454","v"
"-0.28000513","-3.8567863","2.9826531","v"
"1.6344056","0.8662108","2.421472","v"
"3.6053934","-5.5509615","2.7871678","w"
"6.466726","-0.3045737","1.9190484","w"
"5.6669364","2.8413074","3.8211672","w"
"1.8255038","0.43217123","0.26485255","w"
"8.626535","3.0983624","1.9882566","w"
"-2.0458515","-0.31979144","2.5093014","w"
"2.1930118","1.2677071","0.6633304","w"
"2.908603","43.463764","-2.5606544","w"
"-6.439885","-0.15271321","1.719422","w"
"3.5466583","-3.4455256","1.7297673","w"
"-2.2680793","-1.5697768","-0.55538774","w"
"15.934036","4.2682586","1.3407633","w"
"11.616935","5.9472327","4.0661225","w"
"9.072852","-1.6135538","-0.32056287","w"
"4.0538745","1.0077443","0.58124393","w"
"7.475398","-1.5861646","1.6285013","w"
"-13.718829","4.0168757","-4.9451146","w"
"-2.9433982","-3.9070635","2.2026834","w"
"-0.24926832","4.0831003","-0.6657098","w"
"3.0856013","3.4719613","7.5275974","w"
"6.0273237","-7.839381","1.8890647","w"
"9.003896","-1.0836112","0.9975559","w"
"9.142725","-6.6356597","-1.142916","w"
"3.914211","0.80790573","0.77211","w"
"-6.0845356","3.6780715","3.100292","w"
"9.5005","9.981726","-0.89703214","x"
"0.09842665","1.8358115","2.7337217","x"
"-1.9999888","1.0343175","2.7980955","x"
"1.3058776","-2.0962641","-4.142523","x"
"-0.031654954","-0.54618484","0.5093388","x"
"6.3527155","-1.5896837","-1.1690706","x"
"1.6666697","0.458058","-4.7908874","x"
"1.3062354","0.8371649","5.1820507","x"
"-1.9638336","-0.13246062","1.6042279","x"
"-3.9665565","-0.4633759","2.24151","x"
"1.2463075","2.7944098","-0.06766186","x"
"-1.8609833","0.3811788","0.36540642","x"
"-2.3102574","-2.1260157","-0.9830573","x"
"1.4769224","-0.079776555","2.4832444","x"
"-0.7777379","-1.6815999","-0.7942125","x"
"-1.8582726","-0.3195502","1.5955312","x"
"0.3504341","1.2487998","0.5801295","x"
"6.0602207","5.7462316","7.3005266","x"
"1.3166516","3.93527","1.8239405","x"
"0.5626039","3.2892635","3.8652277","x"
"-0.8303031","-1.1996224","0.97053313","x"
"0.75618213","1.357999","-0.3095033","x"
"-0.81324667","0.5362018","1.9604162","x"
"0.5312891","0.9287776","-0.81110173","x"
"0.20654854","1.2832819","0.62627923","x"
"1.8569278","2.493662","1.7276292","y"
"4.4530087","5.0535483","1.604896","y"
"-1.0710868","0.21289288","0.5980744","y"
"-3.7355926","0.10861476","1.712099","y"
"-1.5666943","0.7076639","-0.23526567","y"
"-6.9949727","2.1860528","6.0233164","y"
"3.2173839","0.14071725","-0.5819466","y"
"-1.5437543","2.241029","4.302797","y"
"0.59305394","2.9690616","0.23879617","y"
"-3.2285929","0.18507735","1.2005347","y"
"2.712617","6.297636","5.8036623","y"
"-0.15896247","-0.40709355","1.9720043","y"
"-2.5266526","0.94414735","1.6632087","y"
"-4.249652","2.5225682","1.8678377","y"
"0.7881462","2.8398156","1.7270072","y"
"-9.626012","-3.7704418","-1.5351222","y"
"-9.768551","-1.2533882","-3.5091283","y"
"-1.431631","1.5080689","0.4328281","y"
"-0.0699168","1.8542336","1.7983824","y"
"1.8135464","2.9725091","1.4576694","y"
"-4.715303","-8.26085","-4.0855365","y"
"7.6417117","-1.4915473","0.30070314","y"
"5.2081666","7.7882752","5.2766476","y"
"2.6537025","-1.5475447","1.2972988","y"
"-1.1513277","0.9221084","2.055331","y"
"22.915333","-9.239804","16.765057","z"
"16.500614","-38.768078","28.100285","z"
"-0.40700835","-40.98441","26.556362","z"
"-4.6459937","-34.72741","53.83495","z"
"18.222004","-23.509695","29.31889","z"
"-5.1480374","-24.837091","48.29158","z"
"-42.182667","-33.168026","46.10519","z"
"-31.753618","-30.358198","46.52199","z"
"-49.478695","-36.409668","57.396755","z"
"-42.394726","-39.691","61.71217","z"
"16.038778","-16.240906","28.026064","z"
"-51.757282","-47.38714","58.48782","z"
"-29.902353","-25.619242","52.303825","z"
"-50.984997","-45.953552","69.13836","z"
"-6.6649485","-20.60199","49.44","z"
"-87.84333","-68.949745","82.853745","z"
"-35.769024","-45.087406","62.35925","z"
"-84.67077","-57.918617","79.082954","z"
"-94.27537","-63.87102","96.01487","z"
"-52.686405","-48.482166","76.98136","z"
"-35.244305","-40.455704","57.71604","z"
"-27.465015","-41.023113","57.88426","z"
"-27.840475","-33.784985","57.684708","z"
"6.0313177","-14.0701885","41.442066","z"
"-82.79487","-45.318233","101.47877","z"
"2.0107448","-12.230067","3.9291463","a"
